relation,source,target
r_cidr,IP_400c19e584976ff2a35950659d4d148a3d146f1b71692468132b849b0eb8702c,IP_CIDR_421753e1f9d50442ad058315e2ab1ba76104ebc39764039f788257df5dc643d4
r_dns_a,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,IP_400c19e584976ff2a35950659d4d148a3d146f1b71692468132b849b0eb8702c
r_cname,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a
r_cert,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176
r_cert,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
r_dns_a,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639
r_dns_a,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,IP_2493d10250d8cfb277bb6217bd48e2863d4a1bf81fb6cc9e755f63a88a349f32
r_dns_a,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
r_dns_a,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
r_cname,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
r_subdomain,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_b10f98a9b53806ccd3a5ee45676c7c09366545c5b12aa96955cde3953e7ad058
r_dns_a,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,IP_9a8368b0eadb33ab93a1febb8af6ccaa1db295282a5fad619de9f9ae8ca219e9
r_subdomain,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_01c3543672af6b0070ead622b73d93619da9a124441a69c287ed0fcc941d62d7
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_477aa732833cd90dc832d39755e661814e649cfa6daf3d2a43f8b63ae45ab8dc
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_b20e21a5128b30a43f119be44175049ee6d1c86bfd03276032d0578fad683168
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_24c25bdef6623fd988ec927f0128d68cfd7b8a09a0c459faaf67600f96a37773
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_21ca889683ebd663af5b0d8dd252f0e06ae0a9410e42347d4289183901b553f9
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_c154326d0f42aaad9b058584d2e44f95b3930b7fec058e76a8e6f39cba275b52
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_73a7d77a746c2ef4e059bb047938009894c0bad1c2f7a8d22562005f25f98c3d
r_cname,Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,Domain_2c374c493c2b8477af0e75e3836e5e905e0d06de897a439d50189dc0a9730b86
