relation,source,target
r_dns_a,Domain_65da39935598107b0526ce46ae946c48101e83cf22472ca1f4cebc9d7e126f81,IP_ac9174b205d9859bfe70d1d0583a4245d8deaa063853b645e0f62001c48a4918
r_cert,Domain_a2f21586678e2e7e344226e3a21cc5ad46b08c4da57781b0d40e3d2259dcf13f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_b61141b4ef13ae02ab26972eb84b2ffe99eeb1d5258fc79daf5998fbfd4e02bd,Domain_faeb89cc7f6b4c7975e19be1cfb53c95b8b57856850eb7b108b12ae20c96059f
r_dns_a,Domain_dc1a0abeda066b05a720ebfa5666af2d045fcad869f0c5c72c7150beff1b633c,IP_2c97222cac47feb2ec096420637988e9ce87d4fb75cb7ef18e38bc6ffc46cdcc
r_cert,Domain_cfc176742ded9e70977e712565ee170737f03b2b4b4a57bf5acb77e1849e6763,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_75299d933749ff7b7d68e24f8d99568dc7c449775cb68a73d9f58fb561075593,Domain_ad444b4d3bbc8da6a5af16cd03f301eeb8f89b3948e789727b37202c19699c8e
r_cert,Domain_30b0084f32823c141268c55b633a4e990eb2893806851eb46947d76dc2f9b3b8,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_af0b38e02623497b5eb7adc0958c5361d56078f48e26a2c33f7cd1059f2dfecb,IP_3b48b60fb7915ffc02c613be7258786f2b4ab29c9e6b6077a082195c8c9bf07b
r_cert,Domain_e2ede688a4bd1f61aaa21a6a8d903a6ee3a5b20391244cea46b08c4c95845dc4,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_b6f4713443868f3e00535642ef081e7e15f2ab7d277530a406e3203d4b507dd2,IP_84837534f44d041eae723a980214b2e14345c6ec709ca6ceb10f24316634b758
r_cert,Domain_c3f6bb79ba7a2463a7f8f5681d405f3cf0b4028d6f517c3920deb37433311517,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_325e44be387bc7d968d687a94721c266a438859cc274ebe1472e1da6b3bdd9a2,IP_8925e8e2aaa52200a2fd2a3023725795a5de91ee41d5f2c4d4887c2c9d58f614
r_dns_a,Domain_99dd45e26e3f1b1864adb23ae3601c859cee6e656694e1ec81425af7bbb628ac,IP_a61c3152ecac975620cea4cdd4e83a5db4c3a1d847347a2de7fbd9ffd8172a36
r_cert,Domain_c3008b022f3ac3dd29c74f7f06c5e60c3782e135e8778b01664e969ae8a1a9dd,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_72dabe919d2b11cc2340d077c934bb87783cd136302ee9697f6cdbffd60c298f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_ffbc5eb13d517adb1040c160bf7e551742736987b8cbc11701c27136595d6528,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_adf951cdcba1a1fc127e010339053d19fb765440e03388cd4ab2729bd9edf4a1,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_2aeb468af04f33a4c515d0953d7387125b3e6c15ab2a2b9c0e403c46e377d79b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_8d88b1197f92da68c1a9640dbef4a4de8eb9738658e1a33b02600aa0d197e7ab,Domain_d6660fb9e463fc8ab3087a45ddba65909ae8c3bf558e3ddf1bb6d31dcb3e0ce8
r_cert,Domain_e16c44ed26db263fa149f7f3085351c1f4cff40a941d2e5f37c860500ae27351,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_c63fdcff72e0280708281e926dac4e3431c99f02060ecdc0da58c7aac8f3b45e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_996379c21efef6d0e360b96fd3f758bb445e69880de7d7df57eb431d30638c2d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_6e81e7a7e8caff840f3d4e4c999172582938321f1a72fefc9f612e92ab5638e6,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_e3799b542cbe223079376ad8b5779881ce5e31b79ab87a4b47b15201c4ae1f42,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_da25942d3c97b04479caefb1d111cf3080032ed7451f0d74952ff9ee71a06d61,IP_2d16a84908a1b15dbc98eb859850563f86e2f302ec961e2ad1ddf319bf561bc8
r_cert,Domain_717dffe374409690e0446b013cae35ebb10aad0502aa740477e61230a418eb6e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_ae699b9320ff321572fa8914f741ecc4b8442c28b79516bc9fb48bce4ccb47c1,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_4f46b29b2f350ed620c2a624302c4742e34db8d24efdc3efd8f513f9e21e7cdf,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_de9f82f8f2347f6fa96253048976072e4813db89887580dfdfdce81a296098d3,IP_3a234d9df7e163676323735869f9b4f3350b5403397c55f42f90d435f5dae671
r_cert,Domain_1b659007f4316b20d109c0cd12dfd34cebdd80175df264a72d47eedd876f3dce,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_276cce4a12b20ccf13d7624e45434799515d8752096380c3f57ecd306c60058f,IP_dd7ba37bd67da1b0acf3e4932af8d6ab858d4b4e021f3bea755500109084ee09
r_cert,Domain_ec89b8d61119fdb37876ebfef1d8311936e13e5997e617bc4c9e881d6b21895b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_db1c773c7cd9867ae65702f084229f886775954503e4c35c0a26d5f0c9df2041,IP_6b5f6087ab963dd71a6c4aabbe593a953690cb156ed87bb84e13499ab1866fe9
r_cert,Domain_727d2d7ad56a1d390d3f5d7cc04fc5a3393e2c2b87c3663e1717996d29c0c64d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_0b1ad59634b48b1cfe346768071637a1ad23ed72f79845e48902a633a7a38734,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_24bcd7fe806b1b845be1f81e370470486a88bcbcc1267d493961d502f1b9433c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_4c660b1ee002365344a24a09f9946e6d2d9303892c8970dc6f6a263a27765b24,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_a911bd928e9353bf0100a6aec9f26216f7bc8a5656a15d7f6d24917be594d372,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_subdomain,Domain_84ccd03994a57e116424e77f66d585e53f6a9f845eab9a21640498c61e85e32e,Domain_c4b712fe416a3931c4c98bbe41f4d2a17e8cd2db44e19cd2bea53274163390d5
