relation,source,target
r_cidr,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218,IP_CIDR_0b98cd8264c20227e89ee953aea6bf4362eefffc60a41c63598cc0bcb7eb81c9
r_asn,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218,ASN_be98f3d98446e23a97c56062943febfd96f40b235915bad79dd9600375bda691
r_dns_a,Domain_d690446f962c3894b468e99152f12147734d4c70b9142e02bf51c11a66c9607f,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_d690446f962c3894b468e99152f12147734d4c70b9142e02bf51c11a66c9607f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_cert,Domain_481da195396c1e2b80903c9619040bd6c3c3ab8fabf693c8dbe9fe05aa65d86a,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_481da195396c1e2b80903c9619040bd6c3c3ab8fabf693c8dbe9fe05aa65d86a,IP_b1fc9978629ee1cc2b8907d910cc86b40866348b7f1cd0ebbc2159b8b32bb966
r_cidr,IP_b1fc9978629ee1cc2b8907d910cc86b40866348b7f1cd0ebbc2159b8b32bb966,IP_CIDR_20d1cdd8cc0cfd949caf2d169039926134984ab7f0c8169f16df2d93c89e96ec
r_asn,IP_b1fc9978629ee1cc2b8907d910cc86b40866348b7f1cd0ebbc2159b8b32bb966,ASN_e774bb32ba32a39fb57f1efcde1df426caed6d9cae712301b3383ac5d3f044ef
r_dns_a,Domain_0bb82b3c3edf7b0c0aa0428648f58953e043c5ce17882abb273813e69d1bfd69,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_0bb82b3c3edf7b0c0aa0428648f58953e043c5ce17882abb273813e69d1bfd69,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_5ebb72e389d0ea8d2050177229da1dbfdd68353f551398bbfd3147600ff80204,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_5ebb72e389d0ea8d2050177229da1dbfdd68353f551398bbfd3147600ff80204,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_2b161029cff733eb890624b8b8a97066899cfc36bd0b13df2081a93f5d2bcaad,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_2b161029cff733eb890624b8b8a97066899cfc36bd0b13df2081a93f5d2bcaad,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_ea915d89f4709cff6d9755a48b566c99f4e856abbe74e4298e349237ba45d42e,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_ea915d89f4709cff6d9755a48b566c99f4e856abbe74e4298e349237ba45d42e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_c748c34b4b8eaba4dd912896ec8d3a72efb964c9a6b151be3d4958e8ebf75d2f,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_c748c34b4b8eaba4dd912896ec8d3a72efb964c9a6b151be3d4958e8ebf75d2f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_dba4bec5f13a6df39f8b9656b4b559694ab4f2327f1dfb4ad2ce15cab6121c3d,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_dba4bec5f13a6df39f8b9656b4b559694ab4f2327f1dfb4ad2ce15cab6121c3d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_5d088572844dfb08409a3b1b2208b4bdbc71a43a98253210f1ccc1edffbcd056,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_5d088572844dfb08409a3b1b2208b4bdbc71a43a98253210f1ccc1edffbcd056,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_c3582b8002db9e5782ae38d3c1f81203ea55e1db8ca114f448aaa1e2c9170bdd,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_c3582b8002db9e5782ae38d3c1f81203ea55e1db8ca114f448aaa1e2c9170bdd,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
r_dns_a,Domain_eb7380a1d0ffc848181b74302902c64baaf9bfa57d8085f5748b252caf9a8fec,IP_a175fcfdf894973c527f18b63ef5aa58150aeecdcf85204e80f4df4dd72d8218
r_cert,Domain_eb7380a1d0ffc848181b74302902c64baaf9bfa57d8085f5748b252caf9a8fec,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
