id,name,type,industry
Cert_aebe86cc8331745fa6c411ce4863007c4b80cd2af25ee86b7fb70587e9539711,aebe86cc83,Cert,[]
Cert_a19604b5059faa7f72a4686c34d8b2b0f00bf3f5395260ab567d84c48d44401f,a19604b505,Cert,[]
Cert_e72592e3cf6097989d7af61181669ba7c72fe3e7059ecf79f284391665d32fe5,e72592e3cf,Cert,[]
Cert_c268113d9ded7e8a9f9a352f18f41ca6d9f7fc073573dfcc3085145ab6c30a98,c268113d9d,Cert,[]
Cert_6d69681aa1362802e8325e1ff1e41ae5df40272849b4e18d683a323720af116c,6d69681aa1,Cert,[]
Cert_be35d6e276fc7fc8e52c9378063baad21e95c0e4841b1c67957125bdcc912066,be35d6e276,Cert,[]
Cert_180be68450634d5658c97f130fc8655f74766a355250ce604616111c761bf86a,180be68450,Cert,[]
Cert_0492ff91e79b9a3e02f4041c722237ab31e2121af21acf41375023b51685bf82,0492ff91e7,Cert,[]
Cert_95531c96bb43e0dc3c064e81538c19b558ba83cfd272f36330233e9d78c464fd,95531c96bb,Cert,[]
Cert_28269db7f961da94c808ad8277992e0030b6e3edeb393f642f1d54f250b11f3c,28269db7f9,Cert,[]
Cert_90397acbe06eae3b7ce98f8eea1f6b8bc1f17e81e4597f7dec11a8ca51356824,90397acbe0,Cert,[]
Cert_dc431f598626208a6dbce2492e104b86f7fade757f2b56ab2453456d58ad1c34,dc431f5986,Cert,[]
Cert_9a1481b11df2156b0088bbef0e7bb1b1360a8420f268229da72a59303df0e513,9a1481b11d,Cert,[]
Cert_b7336ce2a3dd26d17171253e60927c8453322d0d045bf4856d1de38fdc626bc0,b7336ce2a3,Cert,[]
Cert_b986f00b7c0361c59e43b4b515fdb77dc8edd496aa9c1700eb10beac8cde3f5a,b986f00b7c,Cert,[]
Cert_fae8adba71dad2bff1dd7823124e864e3eb4b07adfb0d0845bf3f0e2e496d91b,fae8adba71,Cert,[]
Cert_9d6cb1e8893f72f1b418356f7a1602700d2e65faa2d2b3c537efb3ccb864b653,9d6cb1e889,Cert,[]
Cert_12cb1c3f15c243f04e09e33d5954423169b1a8b600f625266cf13632ca3eb855,12cb1c3f15,Cert,[]
Cert_02a87a6b5960b35e8b73745242cbeeefcdbce9c7c6bbd981df031000e8f97d28,02a87a6b59,Cert,[]
Cert_5562dcfc16c6cd1099b99353da80f3891363d7f5d7983558db0ee8bf7cbe0bd9,5562dcfc16,Cert,[]
