id,name,type,industry
Cert_0335aa1581ca56f1a536c2cdf6178f3be17d1511a5fbd82debfc2f8d5a9c5f6f,0335aa1581,Cert,[]
Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7,5268f305a6,Cert,[]
Cert_a8e4b8cb3fba60228c83cc137a5968656015e5c2c85964ca6829931f779e708e,a8e4b8cb3f,Cert,[]
Cert_d2c074ba95a3c12f145ea48fb750d365c5b54f667ca1c3cb5e3e1c11d23924e1,d2c074ba95,Cert,[]
Domain_fa6c6e3dcbe992cc9954c8da48662e02c20d4162e4ae496d4b77a55ee5dc2a0f,fa6c6e3dcb.com,Domain,['B']
Domain_cb4e051a57a6cbc8cb16df33e1128d746f9008958089d7f35f009b0ec42f937a,cb4e051a57.com,Domain,[]
Domain_973b4969b8ba91c14cdcf50f5e74547b734c04406914c470f8bd7415fd178c64,973b4969b8.com,Domain,['B']
Domain_e25e99a0f60f3d55b78f36a8d45328f8f89d5f9a94d8bf766e7cb5006eee994b,e25e99a0f6.com,Domain,['B']
Domain_a44e5ac18fc1c8bc31e0cf900ca7b6a932b1fe32afa167ddf8c7aed12642d492,a44e5ac18f.com,Domain,['B']
Domain_7ac180128b191d79eacbfad3f02000fa968811f256e8f2b46f485f02c4710e40,7ac180128b.com,Domain,['B']
Domain_80ec9902e830666766c70a0dcd815dff46bd6792c8badd41ddd6981dfa88312f,80ec9902e8.com,Domain,['B']
Domain_44ae149188ab2e5ea2e0181f34f900f1981ba26a669fc1b282b22de2859c15a7,44ae149188.com,Domain,[]
Domain_29693e91647c37c92b67fd572eb6ea0c1c47d449f7914f3b58c7ee60dde7e218,29693e9164.com,Domain,['B']
Domain_c770032fed9ae695d40157a18362485aefa0f9f631368248dc9e7212bee4d1b9,c770032fed.com,Domain,['B']
Domain_bf314e60cc05f410ecb4f4e4f7185371c0a15a5e1f6b37c0bb141c25742a74f9,bf314e60cc.com,Domain,"['A', 'B']"
Domain_e7ed14052a75f1ba9a66cfae800fb10ff58922a778b1ff985e6eedcd14b8f2eb,e7ed14052a.com,Domain,['B']
Domain_c377ddd53e197261d78cebc4ac853b192ba29d048bbccbb4039b365c7d3703f3,c377ddd53e.com,Domain,['B']
Domain_d7da1c485ef4606cb70e597d17333c6f3809932b93f1fcbd3dd8889b3d88c5e5,d7da1c485e.com,Domain,['B']
Domain_62f97f17c1716331c88b02cb832e30e3ab38157d821e5ee776707c112ba54717,62f97f17c1.com,Domain,"['A', 'B']"
Domain_8ef2729887c4dfc571cc99986c146816c48dbd2cc99a0da96694f1696bbf4d43,8ef2729887.com,Domain,['B']
Domain_6e75145bd05615648e932c5014d0d5198cda1d088343a98f43ad83de87bb9a62,6e75145bd0.com,Domain,['B']
Domain_cec3923db5d01a185c8ea69d01a53ab8f9c73a0e787d3b6d98a7063c099b9187,cec3923db5.com,Domain,['B']
Domain_8a57d8b06c063314229a6e63348a5afd42475962617db5a530756b795e6c0a43,8a57d8b06c.com,Domain,['B']
Domain_6d29fa658bf4af49f4e26096d6acdc5c4fe4f1e5c9ced68de114d804237c2224,6d29fa658b.com,Domain,['B']
Domain_f9e70c50b7ba7a97eb6367de73f491df88d5b5e07b743c785e79c8b0ff875a2b,f9e70c50b7.com,Domain,['B']
Domain_9b58281fdaf53805839f3381f0a45b830fa41d3b6498171b4d02931179998db0,9b58281fda.com,Domain,['B']
Domain_bbdd471e7bec0a95c3eb8a5728743b1bce2f6dab0b2978986c5684ade35a5d6b,bbdd471e7b.com,Domain,['B']
Domain_9df2f9c5de498e033a71f6b0218d897cc3c538ffffa47ee3067dc1cfb32c8e83,9df2f9c5de.com,Domain,['B']
